land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,living_room,parking_space,front_garden,swimming_pool,house_age,Land_Rate_per_Acre,property_value
303,262,5,4,1,1,1,0,16,14600000,242807
197,189,3,3,1,0,1,0,9,17000000,141902
107,96,1,2,0,1,0,0,14,7698999,71675
196,171,3,1,0,1,0,0,12,6556000,118981
195,186,4,4,1,1,1,1,15,13899999,163236
172,161,3,2,1,0,0,0,5,7938000,132877
155,144,3,4,0,1,0,1,9,9576000,135525
263,243,4,2,1,1,1,1,17,7200000,214448
208,188,4,4,1,1,0,1,10,7890000,155881
198,176,3,3,1,1,1,0,12,7884000,187375
221,214,4,4,1,1,1,1,21,7656000,200528
411,353,6,5,1,1,1,1,18,6816000,320074
147,128,2,3,0,0,0,1,5,7343000,99550
147,147,2,2,0,0,1,0,22,7434000,86593
323,314,5,4,1,1,1,1,9,7488000,275390
433,383,7,5,1,1,1,1,9,4956000,354330
180,162,2,1,0,0,0,0,17,7781999,99400
171,162,3,1,0,1,1,0,9,7776000,129818
438,412,6,6,1,1,1,1,3,7692000,368133
132,125,2,3,1,1,1,0,20,9288000,109905
160,159,3,1,1,0,1,0,13,7420000,135020
327,309,5,4,1,1,1,1,13,7250000,268555
154,144,3,2,1,0,1,0,21,9410000,106570
557,517,7,8,1,1,1,1,2,9410000,482771
166,148,3,2,1,1,0,0,17,11500000,109429
290,248,5,4,1,1,1,1,19,7505000,237961
123,107,1,2,0,0,0,0,19,9494000,63892
236,212,4,2,0,1,1,1,4,8206000,191801
281,281,4,3,1,1,1,1,11,5008000,215100
206,194,3,3,1,1,0,1,8,4700000,175631
207,193,3,4,1,0,1,0,15,4700000,124251
249,213,4,3,0,1,0,1,11,6000000,187706
237,202,3,2,0,1,0,0,13,4700000,161225
275,264,5,3,1,1,1,1,10,4400000,232783
139,133,2,3,0,0,0,0,14,3500000,93824
287,256,4,4,1,1,1,1,1,4700000,251225
233,231,3,1,0,0,0,0,10,6900000,175605
330,297,5,3,1,1,1,1,8,4400000,272619
318,312,5,4,1,1,1,1,7,5200000,259554
270,241,5,3,1,1,1,1,7,9324000,232418
190,166,4,5,1,1,1,1,20,6700000,177389
135,123,1,1,0,0,0,0,11,6859999,69522
127,117,1,1,1,1,0,1,18,5900000,101395
171,166,2,2,0,0,0,0,10,6859999,119988
286,279,4,2,1,1,0,1,14,5900000,222902
510,467,7,8,1,1,1,1,15,5900000,414311
122,107,1,2,1,1,0,0,14,9300000,90744
299,275,5,4,1,1,1,1,20,9324000,245383
167,148,3,4,1,0,0,0,3,6859999,113652
289,248,5,2,1,1,1,1,13,9324000,208973
132,121,1,1,1,0,1,0,9,5900000,96200
316,313,6,5,1,1,1,1,12,6859999,268128
233,199,5,4,1,1,1,1,14,9324000,205852
344,299,5,2,1,1,1,1,7,6859999,290845
197,185,3,3,1,1,0,0,3,6859999,141219
252,233,4,3,1,1,1,1,17,9324000,207518
226,209,3,3,1,0,0,0,22,6859999,140252
166,158,3,3,1,0,0,0,21,9345000,96912
237,229,5,5,1,1,0,1,13,6859999,209313
300,298,5,5,1,0,0,1,4,9324000,251915
285,280,5,5,1,1,1,1,13,6859999,274409
281,251,4,5,0,1,1,1,14,5500000,207415
346,303,5,4,1,1,1,1,4,6250000,296701
234,219,4,5,1,1,1,0,9,15000000,178896
350,317,6,5,1,1,1,1,1,15000000,291287
121,107,2,3,1,0,0,0,8,5325000,100362
187,160,2,1,1,1,1,0,4,15000000,157190
136,122,1,1,0,0,0,0,20,10500000,82026
200,177,3,2,1,0,1,0,22,15000000,182140
252,234,4,3,1,1,1,1,16,11500000,204986
289,246,4,3,0,1,1,1,4,5200000,253308
305,268,5,4,1,1,1,1,17,4700000,255654
210,186,3,4,0,1,1,0,14,9401000,178649
337,299,5,5,1,1,1,1,15,5500000,288823
420,416,7,6,1,1,1,1,3,8000000,348357
140,130,1,1,0,1,0,1,7,5150000,123057
545,505,7,6,1,1,1,1,22,9482000,444936
290,282,4,4,1,1,0,0,14,6498999,211655
270,251,4,2,1,1,0,1,3,7550000,225627
138,131,2,3,0,0,0,0,1,8550000,90089
181,173,2,1,0,1,0,0,6,3200000,141028
489,441,7,6,1,1,1,1,7,4300000,399838
244,229,4,5,1,1,1,1,16,9518000,221411
168,165,2,1,0,0,0,0,7,4297000,108727
286,250,4,2,1,1,1,0,2,3150000,236998
269,232,5,3,1,1,1,1,12,9796000,234983
247,239,5,5,1,1,0,1,3,4350000,221781
319,316,5,3,0,1,1,1,10,7798999,257521
193,169,3,4,1,1,1,0,18,4299000,165833
154,151,2,1,1,0,1,0,3,8006000,106452
225,224,4,2,1,0,1,0,11,7995999,176020
238,231,4,5,1,1,1,1,8,4398000,209209
266,232,4,2,1,1,1,1,20,9498000,237358
105,96,1,2,0,1,0,0,11,7508000,70208
230,196,4,3,1,1,1,1,14,6504000,219054
219,187,4,5,0,1,1,0,9,13400000,168281
307,302,6,6,1,1,1,1,14,4809000,266600
240,240,4,2,1,0,1,0,21,4809000,180489
239,221,4,3,1,1,1,1,7,4806000,197023
290,258,4,3,1,1,0,1,11,4806000,266564
177,156,2,1,0,0,1,0,16,5009000,107677
175,167,3,1,1,1,0,0,15,12000000,132498
210,208,4,2,1,0,1,1,14,14000000,171695
255,246,4,2,1,1,0,0,20,7400000,220238
235,221,3,1,1,1,0,1,19,8206999,192930
185,175,3,1,1,0,0,1,14,7456000,159727
210,185,4,2,0,1,1,1,13,4700000,188233
232,223,4,3,1,1,1,1,16,3500000,199405
536,490,7,5,1,1,1,1,19,8209000,424672
166,165,2,2,0,0,0,1,14,8209000,108687
134,115,2,1,1,1,0,0,22,10200000,76346
308,263,4,2,1,1,1,1,5,4209000,283026
240,220,5,4,1,1,1,1,10,6731000,203265
289,252,4,2,1,1,0,0,2,8378000,237746
136,124,1,2,1,1,1,0,7,12800000,120148
255,222,5,5,1,1,1,1,2,10100000,232429
200,184,4,3,1,1,1,1,1,10800000,194753
213,198,4,5,1,1,1,0,18,9446000,161179
276,249,4,2,1,1,1,1,10,8306999,249846
289,247,4,4,1,1,1,1,14,4883000,254176
309,290,5,4,1,1,1,1,18,6731000,245463
220,204,3,3,1,1,0,0,5,16399999,188621
249,248,5,4,1,1,1,1,3,14200000,238220
123,120,1,1,1,0,0,0,8,16200000,100237
104,89,1,2,0,0,1,0,16,14300000,79997
221,197,3,3,0,0,1,0,18,14500000,156801
302,287,4,5,0,1,0,1,16,14000000,238507
196,187,3,3,1,0,1,0,2,17500000,134522
431,413,7,5,1,1,1,1,21,14600000,358595
205,203,4,3,1,1,0,1,1,13500000,171196
111,104,1,1,1,1,1,0,17,16700000,83419
233,200,3,4,1,1,1,0,19,14500000,168576
298,290,4,3,1,1,1,1,2,14300000,265472
314,303,6,4,0,1,1,1,4,10900000,282448
164,145,3,2,1,1,0,1,10,9451000,130487
135,119,1,2,1,0,0,0,19,9423000,70774
232,198,5,4,1,1,1,1,20,12800000,201559
201,183,4,5,1,1,1,1,18,9513000,173533
468,434,6,6,1,1,1,0,3,12700000,364133
132,124,1,2,0,0,0,0,7,8485000,96422
177,170,2,1,0,1,1,0,2,14900000,114790
123,123,2,1,0,0,0,1,12,8403000,100286
159,151,2,3,1,1,0,0,17,10900000,97728
622,584,8,9,1,1,1,1,16,9148000,471351
174,163,3,4,0,0,1,0,18,6863000,145544
267,251,4,5,1,1,1,1,13,5296000,248940
236,207,4,3,1,1,1,1,8,8312000,217065
224,200,3,4,1,0,1,0,7,8051000,162931
120,108,1,1,1,1,0,0,20,7756000,86087
280,276,4,3,1,1,1,1,22,7329000,231521
527,458,7,6,1,1,1,1,13,8602000,374997
159,147,3,1,0,1,1,0,14,10300000,125435
230,205,4,2,1,1,1,1,6,15000000,208653
222,210,3,3,0,1,0,1,6,5685000,174580
225,210,4,4,1,1,0,1,16,11100000,198820
110,105,1,1,0,0,0,0,22,9732000,89980
280,265,4,2,1,1,1,0,21,6385000,214594
148,127,1,1,1,1,0,0,2,7062000,107778
315,302,5,3,1,1,1,1,16,7895999,268103
112,101,1,1,1,1,0,0,11,7062000,67507
130,112,2,1,1,1,0,0,12,7842000,99139
219,201,4,2,1,1,1,1,11,7895999,198688
192,185,4,5,1,1,1,1,11,7854000,177965
126,119,1,2,1,0,0,0,6,8406000,63714
289,263,4,2,0,1,1,1,3,5070000,246931
322,318,5,5,1,0,1,1,1,6183000,270197
165,157,2,1,1,0,0,0,14,6863000,125390
339,297,6,7,1,1,1,1,8,6950000,291190
190,165,3,4,1,1,0,0,10,7368000,124063
257,239,4,2,0,1,1,1,13,6711000,229460
198,189,4,3,1,1,1,0,19,7368000,158817
273,271,4,3,1,1,1,1,15,8148000,212769
279,267,4,2,1,1,1,1,4,8904000,246752
148,132,1,1,1,1,0,0,11,7170000,87109
167,157,2,3,1,0,0,1,11,7944000,128504
209,197,3,4,0,1,0,0,6,7842000,141851
210,198,3,3,0,1,1,0,15,7014000,151635
347,315,5,3,1,1,1,1,14,6912000,311616
143,138,1,2,0,0,1,0,21,10700000,92913
151,150,2,1,0,0,0,0,4,11500000,94605
214,208,4,2,1,1,1,1,22,8800000,159570
309,285,4,2,1,1,0,1,21,8954000,268016
216,214,3,4,1,0,0,0,7,8954000,170631
156,136,3,2,0,1,1,0,16,14000000,137517
253,222,4,2,0,1,1,1,5,5700000,224983
113,109,1,1,0,0,1,0,2,3700000,88146
151,150,3,2,1,0,1,0,19,6400000,97175
103,91,1,1,1,0,1,0,1,9500000,82025
108,106,1,1,1,0,0,0,17,16800000,61255
195,194,4,3,1,1,1,1,22,27300000,159682
280,261,4,2,1,1,1,1,10,28900000,274797
193,192,4,3,1,1,1,1,2,21400000,181595
277,253,4,5,1,1,1,1,6,12500000,236647
105,95,1,1,1,0,0,0,17,27300000,69826
310,300,5,4,1,1,1,1,1,21400000,285622
324,318,6,4,1,1,1,1,19,21400000,285295
334,325,6,4,1,1,1,1,7,22700000,269944
484,460,7,8,1,1,1,1,6,22400000,389766
135,135,1,1,0,0,0,0,7,61700000,91574
235,223,3,3,0,1,1,0,13,22400000,186149
189,176,3,1,1,0,0,0,2,27300000,116755
228,204,4,5,1,1,1,1,3,61700000,215501
196,169,3,2,0,0,1,0,22,22700000,119718
268,265,4,2,1,0,1,0,11,21400000,214602
237,203,4,3,1,1,1,1,9,21500000,211385
207,178,4,2,1,1,1,1,3,7600000,197613
285,245,4,4,0,1,0,1,13,50500000,227668
303,263,4,2,0,1,0,1,2,8300000,271686
242,235,5,4,0,1,1,1,3,6550000,227046
289,283,4,2,1,1,1,0,12,4600000,233832
136,127,1,1,0,1,0,0,16,12800000,93953
152,145,3,1,1,0,0,1,15,17900000,113409
205,200,4,2,1,1,1,1,1,35300000,183841
308,263,5,5,1,1,1,1,3,11000000,257483
472,464,8,7,1,1,1,1,1,8699000,377641
190,173,4,2,1,1,0,1,5,13000000,160592
500,456,7,4,1,1,1,1,15,9300000,391679
154,134,3,2,1,1,0,1,10,8863000,123269
227,194,3,2,1,1,1,0,10,22200000,149935
237,216,4,4,1,1,1,1,22,12900000,194025
265,256,5,3,1,1,1,1,13,8896000,204150
173,150,2,1,0,1,0,0,2,22599999,133658
163,156,2,3,0,1,0,1,6,12800000,129025
433,390,7,7,1,1,1,1,21,9098000,346757
157,151,3,1,1,0,0,0,12,10400000,110144
417,358,6,4,1,1,1,1,12,9165000,394438
132,120,2,1,0,1,0,0,17,6900000,100081
106,104,1,1,1,0,0,0,20,3850000,70500
129,123,1,1,0,0,0,0,16,4100000,94044
182,173,3,3,1,0,0,1,16,6483000,139537
268,240,4,2,1,1,0,1,12,7125000,182743
262,225,4,3,1,1,1,1,7,6412000,255162
406,400,6,5,1,1,1,1,20,8791000,338619
781,727,8,9,1,1,1,1,5,3779999,631783
214,202,3,4,1,1,0,1,21,120000000,173578
345,319,5,5,1,1,1,1,15,13400000,250129
796,692,8,9,1,1,1,1,16,16900000,609388
457,429,6,4,1,1,1,1,22,13400000,404608
300,286,6,6,1,1,1,1,3,39500000,276707
117,114,1,2,0,0,0,0,8,4690000,73116
215,210,3,2,1,0,0,1,18,13899999,177369
224,217,3,4,0,0,0,1,20,5573000,169802
282,253,4,4,1,1,1,0,2,7934999,220932
213,213,4,5,1,0,0,1,1,37800000,176820
357,339,5,5,1,1,1,1,18,22000000,279558
349,345,5,3,1,0,1,1,5,22599999,286256
293,272,5,5,1,1,1,1,1,8940000,254490
462,442,7,6,1,1,1,1,16,13400000,419709
146,146,2,1,0,0,0,1,4,7020000,122098
302,285,5,5,1,1,1,1,6,9574000,239309
312,298,5,3,1,1,1,1,7,16900000,279961
152,149,3,3,1,0,0,1,21,4700000,140753
284,261,4,2,1,1,1,0,8,18600000,221542
284,254,4,5,1,1,1,1,16,11100000,218640
211,203,3,1,0,1,0,0,3,7698999,148832
493,480,7,4,1,1,1,1,21,3638000,391585
295,272,4,5,1,1,1,1,5,3621000,279870
243,237,4,4,0,1,1,1,18,7698999,196160
296,283,4,2,1,1,1,0,22,190000000,206467
144,129,1,1,0,0,0,0,18,8791000,88739
244,235,4,5,1,1,0,1,22,5475000,173120
231,199,5,3,1,1,0,1,7,8940000,209983
311,286,5,5,1,1,1,1,9,37800000,283818
237,225,4,4,1,1,1,1,13,6556000,196676
232,209,3,3,1,1,0,0,22,5800000,174543
413,374,6,7,1,1,1,1,7,4600000,332251
177,172,3,2,1,0,0,1,20,10200000,126131
256,244,4,3,1,1,1,1,3,11600000,246178
300,277,4,5,0,1,1,1,7,11700000,234706
118,113,1,2,1,0,0,0,3,11700000,66959
187,177,3,2,0,0,0,0,1,11200000,134959
283,261,4,4,1,1,1,1,12,11500000,229396
320,309,5,3,1,1,1,0,4,11900000,263371
410,373,6,5,1,1,1,1,8,7262000,350533
308,272,4,4,1,1,1,0,5,11200000,285527
169,152,3,2,0,1,0,1,11,9534000,135946
353,304,6,4,1,1,1,1,11,6792000,303836
131,117,1,1,0,0,0,0,1,9221000,72113
299,275,4,3,0,1,1,1,13,7131000,274969
499,487,7,7,1,1,1,1,15,8725000,415960
289,289,5,4,1,1,0,1,8,8411000,239916
205,194,4,2,0,1,0,1,1,8777000,159730
115,104,1,1,0,1,0,0,7,19500000,76838
156,136,3,3,1,0,1,0,1,10700000,116958
274,270,5,4,0,0,0,1,8,13200000,211592
140,122,1,1,0,0,0,0,9,13000000,98193
106,95,1,2,1,0,0,1,5,10800000,93649
140,136,2,1,0,0,0,1,3,5000000,104880
164,143,3,4,0,0,1,0,9,6114000,124024
303,262,5,4,1,1,1,1,21,7665000,248552
176,156,3,2,0,1,0,0,21,6405000,143998
160,148,2,1,0,0,0,0,9,7068000,104759
265,248,4,5,1,1,1,1,19,6316000,231842
273,254,5,2,1,1,1,1,2,6349000,231388
100,94,1,2,0,1,0,0,9,5874000,82262
179,165,2,2,1,1,1,0,6,7909000,141519
220,210,3,2,1,1,1,0,5,7580000,165843
295,281,4,5,0,1,1,1,18,16299999,236607
173,148,3,2,0,1,0,0,21,16299999,87564
313,301,5,5,1,1,1,1,19,9551000,280290
271,238,4,2,0,1,1,1,2,9100000,241445
273,254,5,5,1,1,1,1,17,7718000,250214
389,370,6,5,1,1,1,1,22,5566000,274724
222,212,4,2,1,1,0,0,9,7611000,151581
116,112,1,2,1,0,0,0,18,7433000,91556
278,270,4,4,0,1,0,0,8,5365000,223753
278,242,5,3,1,1,1,1,21,5462000,227346
144,133,2,2,0,1,0,0,10,6154000,92487
156,135,3,3,1,1,0,1,14,4702000,152127
591,512,7,7,1,1,1,1,3,7822000,508573
251,236,5,4,1,1,1,1,12,16299999,203550
154,150,3,1,1,0,0,0,2,9529000,111144
277,247,5,2,1,1,1,1,15,9579000,206205
263,243,4,3,1,1,1,0,15,8240000,183052
351,312,5,2,1,1,1,1,10,4469000,267567
332,298,5,4,1,1,1,1,11,8173000,272443
552,552,8,5,1,1,1,1,20,9565000,423546
163,162,3,3,1,0,0,0,21,8183000,129875
174,161,3,2,1,1,0,0,1,8169000,156074
255,226,4,5,1,1,1,1,6,15700000,231948
296,257,5,3,1,1,1,1,12,5588000,241486
229,227,4,5,1,0,1,0,14,14400000,172652
163,143,3,1,0,1,0,0,18,8451000,101574
191,179,3,1,0,0,0,0,14,9340000,151097
255,224,5,3,1,1,1,1,20,15500000,246763
304,270,5,2,1,1,1,0,19,8353000,273321
189,175,2,1,0,1,0,0,14,13600000,135280
241,218,4,5,1,1,1,0,15,7929000,199570
204,191,4,4,1,1,1,1,9,8120000,194488
190,183,4,4,1,1,1,1,13,14500000,164925
231,219,4,4,1,1,1,1,22,9204000,179475
170,152,2,2,0,1,0,1,14,9551000,138486
270,268,5,2,1,1,1,1,2,22400000,259216
168,158,2,2,1,1,0,0,13,5359000,117533
165,150,3,4,1,0,0,1,7,9323000,150640
304,288,4,3,1,1,0,1,15,15100000,247889
288,288,5,3,1,1,1,1,7,6856999,241531
215,196,4,3,1,1,1,0,21,7716000,175149
283,270,4,3,1,1,1,1,12,7058000,271032
320,293,5,5,1,1,1,1,19,6317000,260696
106,103,1,2,0,0,0,0,13,8217000,63450
171,165,3,3,1,1,0,0,19,7409999,148513
263,227,4,2,1,1,1,1,5,6650000,230242
223,216,4,2,1,1,1,1,15,6053000,194059
113,97,1,2,0,0,0,0,8,6128000,81653
136,128,2,3,0,0,0,0,17,7993000,81560
125,121,1,1,0,0,0,0,10,7645999,86302
144,126,1,2,0,1,0,0,5,9435000,98269
127,118,2,2,1,1,0,1,20,5848000,100412
182,158,3,1,1,1,1,0,8,5681000,158721
253,228,4,5,1,1,1,1,22,7845000,205993
219,219,3,1,1,0,1,0,20,5089000,162263
234,223,4,2,1,1,1,0,22,9865000,170784
225,193,3,1,1,1,0,0,20,6776000,164745
190,187,4,4,1,0,1,1,13,5447000,165189
193,168,4,4,1,1,1,1,12,5612000,189049
211,189,3,2,1,1,1,0,13,6913000,189208
375,341,6,6,1,1,1,1,14,6519000,329089
146,144,2,1,0,0,0,0,10,9148000,116200
314,284,5,5,0,1,1,0,19,8607000,237730
211,191,3,2,1,1,0,0,12,5339000,148234
221,196,4,3,1,1,1,1,18,12900000,190806
327,291,5,3,1,1,1,1,19,11700000,257458
139,125,2,3,0,1,1,0,13,10100000,100470
296,259,4,4,1,1,1,1,18,4890000,226976
221,201,4,2,1,1,1,1,3,14300000,206765
246,228,4,5,1,1,1,0,22,9551000,194351
220,203,4,5,1,1,0,0,8,7884000,162393
344,298,5,5,1,1,1,1,22,13799999,283385
366,362,6,5,1,1,1,1,1,8532000,321920
221,201,3,3,0,0,0,0,16,8247000,138465
230,197,3,1,1,1,0,0,17,8379000,177903
191,191,4,2,1,1,0,1,17,4335000,179701
532,487,7,7,1,1,1,1,20,7234999,405173
165,143,3,2,1,0,0,1,2,9523000,135981
401,345,6,7,1,1,1,1,18,8950000,357313
209,209,4,4,1,0,1,1,14,8345000,174456
248,241,5,3,1,1,0,1,3,7645999,254164
190,182,3,3,1,0,0,1,20,9025000,152169
237,213,5,4,1,1,1,1,18,6906999,205551
219,211,3,4,1,1,0,0,17,4987000,163296
254,219,4,5,1,1,1,1,12,5892000,235428
154,145,2,3,0,1,0,0,7,7718000,93487
255,225,4,3,1,1,1,1,20,6776000,186622
288,249,4,5,0,1,1,1,10,13100000,239737
188,173,2,3,0,1,0,0,14,10500000,111920
129,119,2,3,1,0,0,1,1,9614000,131642
201,190,3,4,1,1,0,1,14,8800000,186630
167,143,3,4,1,1,1,0,6,10700000,153728
187,166,3,1,0,1,0,0,3,13100000,139222
397,352,6,6,1,1,1,1,3,13100000,344437
186,182,3,4,1,0,0,0,11,6900000,144472
191,165,4,4,1,1,1,0,11,6200000,155935
336,292,5,4,0,1,1,1,19,7250000,264104
210,182,4,4,1,1,1,1,13,12200000,190446
207,202,3,1,1,0,1,0,1,9400000,146771
263,224,4,4,1,1,1,1,19,12000000,226980
215,210,3,1,1,0,1,0,9,18600000,135463
292,264,5,4,1,1,1,1,4,18500000,238338
220,198,4,2,0,1,0,1,18,9600000,171828
353,332,5,2,1,1,1,0,22,72100000,267040
131,123,2,3,0,1,0,0,16,26400000,89144
356,324,5,5,1,1,1,1,9,20000000,291963
274,237,4,3,1,1,1,1,8,11900000,242912
235,224,4,2,1,1,1,1,16,25400000,205479
341,311,5,5,1,1,1,1,15,26200000,286901
305,263,4,3,1,1,1,1,19,26000000,218790
128,128,1,1,0,0,0,0,13,140000000,87905
188,175,3,2,1,1,0,1,18,8600000,159239
155,154,3,3,1,0,0,0,5,6300000,119474
265,237,5,5,1,1,1,1,4,10000000,235419
257,222,4,4,0,1,1,1,3,6700000,238742
296,289,5,4,1,1,1,1,20,6700000,243464
230,230,4,4,1,0,0,1,17,14000000,226383
202,179,4,3,1,1,1,1,14,9500000,191186
416,363,7,6,1,1,1,1,16,6800000,330862
451,401,8,9,1,1,1,1,21,19800000,382247
226,218,3,2,1,0,1,0,12,16000000,152001
199,183,3,2,1,1,0,1,17,15300000,184505
572,461,8,6,1,1,1,1,6,10800000,464131
214,186,3,2,0,1,1,0,22,17500000,147941
255,241,5,4,1,1,1,1,6,3400000,246815
597,542,7,7,1,1,1,1,16,12000000,465234
296,259,4,4,0,1,1,1,13,11200000,232358
292,257,4,4,0,1,1,0,1,8600000,230459
149,135,2,1,0,1,0,0,12,3600000,92769
290,284,4,2,0,1,0,1,14,3650000,233826
291,267,4,2,1,1,1,0,20,6000000,219204
240,223,5,5,1,1,1,1,8,6600000,242763
232,232,5,5,1,1,1,1,12,6000000,207944
568,518,7,5,1,1,1,1,8,6959999,458287
255,230,5,4,1,1,1,1,1,17500000,256245
247,231,4,4,1,1,1,1,20,4751000,203473
231,221,3,2,0,0,0,0,9,5200000,148740
279,263,4,3,1,1,1,1,4,4950000,239151
339,326,5,5,1,1,1,1,3,21000000,292839
294,277,5,3,1,1,1,1,1,13500000,271145
223,205,3,2,1,0,1,0,15,18800000,166237
171,150,3,4,0,0,1,0,20,19400000,120224
285,284,4,4,1,1,1,1,15,17500000,262904
323,322,5,5,1,0,1,1,10,12100000,236645
238,217,4,5,1,1,1,1,2,5200000,186850
252,226,4,3,1,1,0,1,11,8120000,216636
324,278,5,3,1,1,0,0,12,8500000,238937
661,537,8,8,1,1,1,1,19,7100000,514819
280,246,4,2,1,1,1,1,4,6959999,245560
289,272,5,4,1,1,1,1,1,7100000,264833
237,232,3,4,0,0,0,1,1,5700000,173065
194,186,3,2,1,1,0,0,10,9300000,199446
258,248,4,2,1,1,1,1,10,7400000,211433
436,411,7,4,1,1,1,1,17,4972000,324680
141,140,2,2,0,0,0,1,7,5700000,119798
190,190,3,4,1,0,1,0,3,17500000,162166
266,254,5,5,1,1,1,0,3,29000000,206584
188,165,3,2,0,1,1,0,17,25000000,134557
133,127,1,1,1,0,0,0,7,6800000,66800
233,208,5,5,1,1,1,1,5,5100000,231696
133,125,2,3,0,1,0,0,16,5600000,131514
238,219,5,3,0,1,1,1,14,7400000,199877
138,128,1,2,1,1,0,0,8,6600000,90425
124,118,1,2,1,0,0,0,10,6800000,57726
201,183,4,4,1,1,1,1,12,10000000,197132
192,170,4,5,1,1,1,1,7,47000000,164197
281,270,5,2,1,1,1,0,6,4900000,205758
279,279,5,3,1,0,1,1,7,6800000,232209
106,91,1,2,0,0,0,0,17,17500000,53720
112,100,1,2,0,1,0,0,6,3650000,87761
188,162,2,3,0,1,0,0,1,8120000,119264
211,189,3,2,0,0,0,0,8,7100000,126905
235,216,4,2,0,1,1,0,21,9000000,174424
162,150,2,2,0,1,0,0,3,7500000,104746
123,109,1,1,0,1,0,0,6,4972000,76782
324,307,5,4,1,1,1,1,21,5700000,321756
338,331,6,5,1,1,1,1,7,24000000,296590
183,171,3,2,0,1,0,1,3,6800000,146795
234,220,4,5,1,1,1,1,11,5100000,198310
190,185,2,1,0,0,0,1,17,9500000,126419
237,220,3,2,0,1,0,0,7,4300000,162373
286,253,5,3,1,1,1,1,14,21000000,246980
257,232,5,5,1,1,1,1,11,29000000,197204
402,354,7,5,1,1,1,1,7,25000000,358098
327,323,5,3,1,0,1,1,6,5600000,256102
171,146,2,2,1,1,1,0,18,12100000,105511
230,202,4,2,1,1,1,1,16,4900000,193905
418,361,6,4,1,1,1,1,13,9500000,347802
232,222,3,1,0,1,1,0,4,6400000,189131
230,211,4,3,1,1,1,1,1,5500000,199069
474,434,7,6,1,1,1,1,18,28000000,368495
309,275,4,4,1,1,1,1,1,29000000,259700
230,212,4,4,1,1,1,0,4,9500000,191702
269,250,5,4,1,1,1,1,5,48300000,243368
427,396,6,6,1,1,1,1,14,33000000,339984
169,159,2,3,1,1,0,1,11,21400000,131656
284,276,5,4,1,1,1,1,8,14500000,228137
360,357,5,3,1,0,1,1,12,5045000,295372
148,130,1,2,1,0,0,0,2,7300000,99444
169,145,3,4,1,0,0,1,2,3700000,137995
229,222,3,1,1,1,0,1,21,3650000,184011
291,259,4,5,1,1,1,1,15,56000000,243769
216,191,4,3,1,1,1,1,2,41000000,197706
203,191,4,2,1,1,0,1,13,4350000,172113
213,194,3,3,0,1,0,0,4,17500000,158811
294,273,5,5,1,1,1,0,6,17500000,260365
330,288,5,2,1,1,1,1,13,4920000,268489
264,245,5,2,1,1,0,1,11,10000000,218986
110,104,1,1,1,0,0,0,9,47000000,68157
244,237,5,2,1,1,1,1,9,41000000,219311
398,360,6,7,1,1,1,1,12,8500000,320560
297,270,4,5,1,1,1,1,21,8000000,261124
126,121,1,1,0,0,0,0,19,5800000,79388
446,369,8,9,1,1,1,1,4,28000000,364786
174,152,2,1,1,1,0,1,2,29000000,152517
360,319,6,6,1,1,1,1,19,6200000,293935
396,358,6,6,1,1,1,1,17,4246000,311763
215,184,3,2,0,1,0,1,11,14500000,166719
222,207,3,3,1,0,0,0,9,13500000,178607
215,204,3,1,0,1,0,0,20,4000000,148442
241,235,4,2,1,1,0,1,16,18500000,169670
213,192,3,3,0,0,0,1,3,19800000,172576
224,221,3,1,1,0,0,0,10,8790000,155042
327,326,5,2,1,1,1,1,13,8000000,245909
256,244,5,3,1,1,1,0,19,15000000,191144
258,255,4,2,1,1,1,0,17,4500000,201714
245,229,4,2,1,1,1,0,8,8200000,172617
268,267,5,5,1,1,1,1,19,4255000,226617
240,224,5,4,1,1,1,1,16,7040000,210461
348,301,5,2,1,1,1,1,3,6909999,287787
289,288,4,3,1,0,1,1,14,7080000,222656
260,233,4,5,1,1,1,1,4,7100000,224868
270,234,5,4,0,1,1,1,4,20000000,245283
255,243,5,4,1,1,1,1,17,9579000,209731
242,230,5,3,1,1,1,1,2,17700000,230838
109,108,1,1,0,0,0,0,18,12900000,61188
300,268,4,3,1,1,1,0,18,8345999,217452
464,443,6,7,1,1,1,1,20,8247000,369480
180,163,2,1,1,1,0,1,15,21700000,123055
200,180,3,2,1,1,0,0,13,19300000,163292
341,341,5,2,1,1,1,0,1,14400000,254115
276,262,5,5,1,1,1,1,1,13600000,236549
270,236,4,2,0,1,1,1,20,12900000,219168
359,323,6,4,0,1,1,1,17,8128000,263754
508,451,7,6,1,1,1,1,20,9000000,387437
272,244,5,2,1,1,1,1,17,9000000,236763
332,300,5,5,1,1,1,1,14,6959999,294066
127,126,2,3,1,0,0,0,18,9822000,89873
249,226,4,3,1,1,1,1,1,10700000,233940
504,489,8,9,1,1,1,1,13,10500000,404424
269,233,4,5,0,1,0,1,10,10100000,220458
145,129,1,1,0,0,0,0,14,10100000,86859
231,220,3,3,1,1,0,0,18,10400000,169984
272,244,4,5,1,1,1,1,10,9535000,237984
341,292,6,7,1,1,1,1,9,8693000,298069
467,422,7,7,1,1,1,1,15,10500000,358335
150,132,1,1,0,0,0,0,1,9000000,76763
173,165,2,3,1,0,0,1,5,9535000,141434
322,307,5,4,1,1,1,1,7,8693000,268252
