land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,living_room,parking_space,front_garden,swimming_pool,house_age,Land_Rate_per_Acre,property_value
255,238,4,2,1,1,0,1,16,209901,4809000
311,283,5,3,1,1,1,0,12,247310,6700000
282,279,5,3,0,1,1,1,12,234954,29900000
424,373,7,6,1,1,1,1,7,340988,28600000
186,163,2,2,0,1,0,0,17,121043,44700000
320,316,5,2,1,1,1,1,7,234493,3611000
210,188,3,2,1,0,0,0,21,141446,5500000
307,263,6,6,0,1,1,1,1,265825,69500000
162,148,3,4,0,1,0,0,15,105012,69900000
178,158,3,1,1,0,0,1,21,158963,62800000
196,189,3,2,1,1,0,0,16,130314,69000000
284,275,4,3,1,1,1,1,22,241101,63000000
264,247,4,5,1,1,1,1,4,210850,62900000
239,235,3,4,0,0,0,0,2,210149,63000000
358,329,5,4,1,1,1,1,8,303522,75200000
257,224,5,5,1,1,1,0,11,211964,69200000
265,252,4,4,1,1,1,1,3,248271,69100000
239,227,4,4,0,1,1,0,1,204066,67800000
248,245,4,5,0,1,0,1,15,213582,68100000
119,112,1,2,0,1,0,0,9,99687,68400000
281,248,5,2,1,1,0,1,11,231734,73100000
281,255,4,3,1,1,1,0,20,218658,61400000
282,276,4,5,0,1,1,1,21,244701,67700000
195,167,3,3,0,0,0,0,15,138699,66400000
215,190,4,4,1,1,1,1,3,203796,113200000
253,235,4,5,1,1,1,1,22,193588,72700000
357,326,5,3,1,1,1,1,13,287864,66600000
144,141,1,2,0,0,0,1,13,111650,66900000
167,163,2,2,1,0,0,1,9,110255,66900000
234,202,4,5,1,1,1,1,9,227386,72800000
252,235,4,3,1,1,1,1,11,202430,66800000
217,206,3,1,1,0,0,1,7,154263,71600000
185,182,3,4,0,0,0,0,1,132269,65700000
309,281,4,5,0,1,1,1,12,253437,72100000
320,301,5,3,1,1,1,1,18,260687,72000000
251,235,4,2,1,1,1,1,20,207501,71100000
245,216,4,3,1,1,1,1,11,234819,5250000
187,168,2,1,1,1,1,0,1,179699,6800000
203,191,3,2,1,0,1,0,2,155699,9410000
229,201,4,4,1,1,0,1,2,200777,8500000
289,249,5,4,1,1,1,1,4,251614,9324000
302,272,5,5,1,1,1,1,5,245225,9324000
177,159,2,1,0,1,0,0,10,129022,9324000
216,210,4,3,1,1,1,1,2,195579,9324000
320,288,5,4,1,1,1,1,6,280584,4806000
352,320,5,2,1,1,1,1,13,301979,5009000
281,276,5,5,1,1,1,1,5,264539,7504000
172,165,2,1,1,1,1,0,20,120204,7504000
223,193,3,3,1,0,0,0,4,162248,5200000
333,291,6,6,1,1,1,0,1,274541,8209000
143,125,1,2,1,0,0,0,5,115524,6183000
423,391,6,7,1,1,1,1,20,350271,5070000
227,207,4,5,1,1,1,1,20,179026,5610000
191,187,3,1,1,0,1,0,22,133199,4809000
282,275,5,4,1,1,1,1,16,243872,11200000
202,181,4,2,1,1,0,1,19,162475,11700000
303,262,5,4,1,1,1,0,16,242807,14600000
197,189,3,3,1,0,1,0,9,141902,17000000
107,96,1,2,0,1,0,0,14,71675,7698999
196,171,3,1,0,1,0,0,12,118981,6556000
195,186,4,4,1,1,1,1,15,163236,13899999
172,161,3,2,1,0,0,0,5,132877,7938000
155,144,3,4,0,1,0,1,9,135525,9576000
263,243,4,2,1,1,1,1,17,214448,7200000
208,188,4,4,1,1,0,1,10,155881,7890000
198,176,3,3,1,1,1,0,12,187375,7884000
221,214,4,4,1,1,1,1,21,200528,7656000
411,353,6,5,1,1,1,1,18,320074,6816000
147,128,2,3,0,0,0,1,5,99550,7343000
147,147,2,2,0,0,1,0,22,86593,7434000
323,314,5,4,1,1,1,1,9,275390,7488000
433,383,7,5,1,1,1,1,9,354330,4956000
180,162,2,1,0,0,0,0,17,99400,7781999
171,162,3,1,0,1,1,0,9,129818,7776000
438,412,6,6,1,1,1,1,3,368133,7692000
132,125,2,3,1,1,1,0,20,109905,9288000
160,159,3,1,1,0,1,0,13,135020,7420000
327,309,5,4,1,1,1,1,13,268555,7250000
154,144,3,2,1,0,1,0,21,106570,9410000
557,517,7,8,1,1,1,1,2,482771,9410000
166,148,3,2,1,1,0,0,17,109429,11500000
290,248,5,4,1,1,1,1,19,237961,7505000
123,107,1,2,0,0,0,0,19,63892,9494000
236,212,4,2,0,1,1,1,4,191801,8206000
281,281,4,3,1,1,1,1,11,215100,5008000
206,194,3,3,1,1,0,1,8,175631,4700000
207,193,3,4,1,0,1,0,15,124251,4700000
249,213,4,3,0,1,0,1,11,187706,6000000
237,202,3,2,0,1,0,0,13,161225,4700000
275,264,5,3,1,1,1,1,10,232783,4400000
139,133,2,3,0,0,0,0,14,93824,3500000
287,256,4,4,1,1,1,1,1,251225,4700000
233,231,3,1,0,0,0,0,10,175605,6900000
330,297,5,3,1,1,1,1,8,272619,4400000
318,312,5,4,1,1,1,1,7,259554,5200000
270,241,5,3,1,1,1,1,7,232418,9324000
190,166,4,5,1,1,1,1,20,177389,6700000
135,123,1,1,0,0,0,0,11,69522,6859999
127,117,1,1,1,1,0,1,18,101395,5900000
171,166,2,2,0,0,0,0,10,119988,6859999
286,279,4,2,1,1,0,1,14,222902,5900000
510,467,7,8,1,1,1,1,15,414311,5900000
122,107,1,2,1,1,0,0,14,90744,9300000
299,275,5,4,1,1,1,1,20,245383,9324000
167,148,3,4,1,0,0,0,3,113652,6859999
289,248,5,2,1,1,1,1,13,208973,9324000
132,121,1,1,1,0,1,0,9,96200,5900000
316,313,6,5,1,1,1,1,12,268128,6859999
233,199,5,4,1,1,1,1,14,205852,9324000
344,299,5,2,1,1,1,1,7,290845,6859999
197,185,3,3,1,1,0,0,3,141219,6859999
252,233,4,3,1,1,1,1,17,207518,9324000
226,209,3,3,1,0,0,0,22,140252,6859999
166,158,3,3,1,0,0,0,21,96912,9345000
237,229,5,5,1,1,0,1,13,209313,6859999
300,298,5,5,1,0,0,1,4,251915,9324000
285,280,5,5,1,1,1,1,13,274409,6859999
281,251,4,5,0,1,1,1,14,207415,5500000
346,303,5,4,1,1,1,1,4,296701,6250000
234,219,4,5,1,1,1,0,9,178896,15000000
350,317,6,5,1,1,1,1,1,291287,15000000
121,107,2,3,1,0,0,0,8,100362,5325000
187,160,2,1,1,1,1,0,4,157190,15000000
136,122,1,1,0,0,0,0,20,82026,10500000
200,177,3,2,1,0,1,0,22,182140,15000000
252,234,4,3,1,1,1,1,16,204986,11500000
289,246,4,3,0,1,1,1,4,253308,5200000
305,268,5,4,1,1,1,1,17,255654,4700000
210,186,3,4,0,1,1,0,14,178649,9401000
337,299,5,5,1,1,1,1,15,288823,5500000
420,416,7,6,1,1,1,1,3,348357,8000000
140,130,1,1,0,1,0,1,7,123057,5150000
545,505,7,6,1,1,1,1,22,444936,9482000
290,282,4,4,1,1,0,0,14,211655,6498999
270,251,4,2,1,1,0,1,3,225627,7550000
138,131,2,3,0,0,0,0,1,90089,8550000
181,173,2,1,0,1,0,0,6,141028,3200000
489,441,7,6,1,1,1,1,7,399838,4300000
244,229,4,5,1,1,1,1,16,221411,9518000
168,165,2,1,0,0,0,0,7,108727,4297000
286,250,4,2,1,1,1,0,2,236998,3150000
269,232,5,3,1,1,1,1,12,234983,9796000
247,239,5,5,1,1,0,1,3,221781,4350000
319,316,5,3,0,1,1,1,10,257521,7798999
193,169,3,4,1,1,1,0,18,165833,4299000
154,151,2,1,1,0,1,0,3,106452,8006000
225,224,4,2,1,0,1,0,11,176020,7995999
238,231,4,5,1,1,1,1,8,209209,4398000
266,232,4,2,1,1,1,1,20,237358,9498000
105,96,1,2,0,1,0,0,11,70208,7508000
230,196,4,3,1,1,1,1,14,219054,6504000
219,187,4,5,0,1,1,0,9,168281,13400000
307,302,6,6,1,1,1,1,14,266600,4809000
240,240,4,2,1,0,1,0,21,180489,4809000
239,221,4,3,1,1,1,1,7,197023,4806000
290,258,4,3,1,1,0,1,11,266564,4806000
177,156,2,1,0,0,1,0,16,107677,5009000
175,167,3,1,1,1,0,0,15,132498,12000000
210,208,4,2,1,0,1,1,14,171695,14000000
255,246,4,2,1,1,0,0,20,220238,7400000
235,221,3,1,1,1,0,1,19,192930,8206999
185,175,3,1,1,0,0,1,14,159727,7456000
210,185,4,2,0,1,1,1,13,188233,4700000
232,223,4,3,1,1,1,1,16,199405,3500000
536,490,7,5,1,1,1,1,19,424672,8209000
166,165,2,2,0,0,0,1,14,108687,8209000
134,115,2,1,1,1,0,0,22,76346,10200000
308,263,4,2,1,1,1,1,5,283026,4209000
240,220,5,4,1,1,1,1,10,203265,6731000
289,252,4,2,1,1,0,0,2,237746,8378000
136,124,1,2,1,1,1,0,7,120148,12800000
255,222,5,5,1,1,1,1,2,232429,10100000
200,184,4,3,1,1,1,1,1,194753,10800000
213,198,4,5,1,1,1,0,18,161179,9446000
276,249,4,2,1,1,1,1,10,249846,8306999
289,247,4,4,1,1,1,1,14,254176,4883000
309,290,5,4,1,1,1,1,18,245463,6731000
220,204,3,3,1,1,0,0,5,188621,16399999
249,248,5,4,1,1,1,1,3,238220,14200000
123,120,1,1,1,0,0,0,8,100237,16200000
104,89,1,2,0,0,1,0,16,79997,14300000
221,197,3,3,0,0,1,0,18,156801,14500000
302,287,4,5,0,1,0,1,16,238507,14000000
196,187,3,3,1,0,1,0,2,134522,17500000
431,413,7,5,1,1,1,1,21,358595,14600000
205,203,4,3,1,1,0,1,1,171196,13500000
111,104,1,1,1,1,1,0,17,83419,16700000
233,200,3,4,1,1,1,0,19,168576,14500000
298,290,4,3,1,1,1,1,2,265472,14300000
314,303,6,4,0,1,1,1,4,282448,10900000
164,145,3,2,1,1,0,1,10,130487,9451000
135,119,1,2,1,0,0,0,19,70774,9423000
232,198,5,4,1,1,1,1,20,201559,12800000
201,183,4,5,1,1,1,1,18,173533,9513000
468,434,6,6,1,1,1,0,3,364133,12700000
132,124,1,2,0,0,0,0,7,96422,8485000
177,170,2,1,0,1,1,0,2,114790,14900000
123,123,2,1,0,0,0,1,12,100286,8403000
159,151,2,3,1,1,0,0,17,97728,10900000
622,584,8,9,1,1,1,1,16,471351,9148000
174,163,3,4,0,0,1,0,18,145544,6863000
267,251,4,5,1,1,1,1,13,248940,5296000
236,207,4,3,1,1,1,1,8,217065,8312000
224,200,3,4,1,0,1,0,7,162931,8051000
120,108,1,1,1,1,0,0,20,86087,7756000
280,276,4,3,1,1,1,1,22,231521,7329000
527,458,7,6,1,1,1,1,13,374997,8602000
159,147,3,1,0,1,1,0,14,125435,10300000
230,205,4,2,1,1,1,1,6,208653,15000000
222,210,3,3,0,1,0,1,6,174580,5685000
225,210,4,4,1,1,0,1,16,198820,11100000
110,105,1,1,0,0,0,0,22,89980,9732000
280,265,4,2,1,1,1,0,21,214594,6385000
148,127,1,1,1,1,0,0,2,107778,7062000
315,302,5,3,1,1,1,1,16,268103,7895999
112,101,1,1,1,1,0,0,11,67507,7062000
130,112,2,1,1,1,0,0,12,99139,7842000
219,201,4,2,1,1,1,1,11,198688,7895999
192,185,4,5,1,1,1,1,11,177965,7854000
126,119,1,2,1,0,0,0,6,63714,8406000
289,263,4,2,0,1,1,1,3,246931,5070000
322,318,5,5,1,0,1,1,1,270197,6183000
165,157,2,1,1,0,0,0,14,125390,6863000
339,297,6,7,1,1,1,1,8,291190,6950000
190,165,3,4,1,1,0,0,10,124063,7368000
257,239,4,2,0,1,1,1,13,229460,6711000
198,189,4,3,1,1,1,0,19,158817,7368000
273,271,4,3,1,1,1,1,15,212769,8148000
279,267,4,2,1,1,1,1,4,246752,8904000
148,132,1,1,1,1,0,0,11,87109,7170000
167,157,2,3,1,0,0,1,11,128504,7944000
209,197,3,4,0,1,0,0,6,141851,7842000
210,198,3,3,0,1,1,0,15,151635,7014000
347,315,5,3,1,1,1,1,14,311616,6912000
143,138,1,2,0,0,1,0,21,92913,10700000
151,150,2,1,0,0,0,0,4,94605,11500000
214,208,4,2,1,1,1,1,22,159570,8800000
309,285,4,2,1,1,0,1,21,268016,8954000
216,214,3,4,1,0,0,0,7,170631,8954000
156,136,3,2,0,1,1,0,16,137517,14000000
253,222,4,2,0,1,1,1,5,224983,5700000
113,109,1,1,0,0,1,0,2,88146,3700000
151,150,3,2,1,0,1,0,19,97175,6400000
103,91,1,1,1,0,1,0,1,82025,9500000
108,106,1,1,1,0,0,0,17,61255,16800000
195,194,4,3,1,1,1,1,22,159682,27300000
280,261,4,2,1,1,1,1,10,274797,28900000
193,192,4,3,1,1,1,1,2,181595,21400000
277,253,4,5,1,1,1,1,6,236647,12500000
105,95,1,1,1,0,0,0,17,69826,27300000
310,300,5,4,1,1,1,1,1,285622,21400000
324,318,6,4,1,1,1,1,19,285295,21400000
334,325,6,4,1,1,1,1,7,269944,22700000
484,460,7,8,1,1,1,1,6,389766,22400000
135,135,1,1,0,0,0,0,7,91574,61700000
235,223,3,3,0,1,1,0,13,186149,22400000
189,176,3,1,1,0,0,0,2,116755,27300000
228,204,4,5,1,1,1,1,3,215501,61700000
196,169,3,2,0,0,1,0,22,119718,22700000
268,265,4,2,1,0,1,0,11,214602,21400000
237,203,4,3,1,1,1,1,9,211385,21500000
207,178,4,2,1,1,1,1,3,197613,7600000
285,245,4,4,0,1,0,1,13,227668,50500000
303,263,4,2,0,1,0,1,2,271686,8300000
242,235,5,4,0,1,1,1,3,227046,6550000
289,283,4,2,1,1,1,0,12,233832,4600000
136,127,1,1,0,1,0,0,16,93953,12800000
152,145,3,1,1,0,0,1,15,113409,17900000
205,200,4,2,1,1,1,1,1,183841,35300000
308,263,5,5,1,1,1,1,3,257483,11000000
472,464,8,7,1,1,1,1,1,377641,8699000
190,173,4,2,1,1,0,1,5,160592,13000000
500,456,7,4,1,1,1,1,15,391679,9300000
154,134,3,2,1,1,0,1,10,123269,8863000
227,194,3,2,1,1,1,0,10,149935,22200000
237,216,4,4,1,1,1,1,22,194025,12900000
265,256,5,3,1,1,1,1,13,204150,8896000
173,150,2,1,0,1,0,0,2,133658,22599999
163,156,2,3,0,1,0,1,6,129025,12800000
433,390,7,7,1,1,1,1,21,346757,9098000
157,151,3,1,1,0,0,0,12,110144,10400000
417,358,6,4,1,1,1,1,12,394438,9165000
132,120,2,1,0,1,0,0,17,100081,6900000
106,104,1,1,1,0,0,0,20,70500,3850000
129,123,1,1,0,0,0,0,16,94044,4100000
182,173,3,3,1,0,0,1,16,139537,6483000
268,240,4,2,1,1,0,1,12,182743,7125000
262,225,4,3,1,1,1,1,7,255162,6412000
406,400,6,5,1,1,1,1,20,338619,8791000
781,727,8,9,1,1,1,1,5,631783,3779999
214,202,3,4,1,1,0,1,21,173578,120000000
345,319,5,5,1,1,1,1,15,250129,13400000
796,692,8,9,1,1,1,1,16,609388,16900000
457,429,6,4,1,1,1,1,22,404608,13400000
300,286,6,6,1,1,1,1,3,276707,39500000
117,114,1,2,0,0,0,0,8,73116,4690000
215,210,3,2,1,0,0,1,18,177369,13899999
224,217,3,4,0,0,0,1,20,169802,5573000
282,253,4,4,1,1,1,0,2,220932,7934999
213,213,4,5,1,0,0,1,1,176820,37800000
357,339,5,5,1,1,1,1,18,279558,22000000
349,345,5,3,1,0,1,1,5,286256,22599999
293,272,5,5,1,1,1,1,1,254490,8940000
462,442,7,6,1,1,1,1,16,419709,13400000
146,146,2,1,0,0,0,1,4,122098,7020000
302,285,5,5,1,1,1,1,6,239309,9574000
312,298,5,3,1,1,1,1,7,279961,16900000
152,149,3,3,1,0,0,1,21,140753,4700000
284,261,4,2,1,1,1,0,8,221542,18600000
284,254,4,5,1,1,1,1,16,218640,11100000
211,203,3,1,0,1,0,0,3,148832,7698999
493,480,7,4,1,1,1,1,21,391585,3638000
295,272,4,5,1,1,1,1,5,279870,3621000
243,237,4,4,0,1,1,1,18,196160,7698999
296,283,4,2,1,1,1,0,22,206467,190000000
144,129,1,1,0,0,0,0,18,88739,8791000
244,235,4,5,1,1,0,1,22,173120,5475000
231,199,5,3,1,1,0,1,7,209983,8940000
311,286,5,5,1,1,1,1,9,283818,37800000
237,225,4,4,1,1,1,1,13,196676,6556000
232,209,3,3,1,1,0,0,22,174543,5800000
413,374,6,7,1,1,1,1,7,332251,4600000
177,172,3,2,1,0,0,1,20,126131,10200000
256,244,4,3,1,1,1,1,3,246178,11600000
300,277,4,5,0,1,1,1,7,234706,11700000
118,113,1,2,1,0,0,0,3,66959,11700000
187,177,3,2,0,0,0,0,1,134959,11200000
283,261,4,4,1,1,1,1,12,229396,11500000
320,309,5,3,1,1,1,0,4,263371,11900000
410,373,6,5,1,1,1,1,8,350533,7262000
308,272,4,4,1,1,1,0,5,285527,11200000
169,152,3,2,0,1,0,1,11,135946,9534000
353,304,6,4,1,1,1,1,11,303836,6792000
131,117,1,1,0,0,0,0,1,72113,9221000
299,275,4,3,0,1,1,1,13,274969,7131000
499,487,7,7,1,1,1,1,15,415960,8725000
289,289,5,4,1,1,0,1,8,239916,8411000
205,194,4,2,0,1,0,1,1,159730,8777000
115,104,1,1,0,1,0,0,7,76838,19500000
156,136,3,3,1,0,1,0,1,116958,10700000
274,270,5,4,0,0,0,1,8,211592,13200000
140,122,1,1,0,0,0,0,9,98193,13000000
106,95,1,2,1,0,0,1,5,93649,10800000
140,136,2,1,0,0,0,1,3,104880,5000000
164,143,3,4,0,0,1,0,9,124024,6114000
303,262,5,4,1,1,1,1,21,248552,7665000
176,156,3,2,0,1,0,0,21,143998,6405000
160,148,2,1,0,0,0,0,9,104759,7068000
265,248,4,5,1,1,1,1,19,231842,6316000
273,254,5,2,1,1,1,1,2,231388,6349000
100,94,1,2,0,1,0,0,9,82262,5874000
179,165,2,2,1,1,1,0,6,141519,7909000
220,210,3,2,1,1,1,0,5,165843,7580000
295,281,4,5,0,1,1,1,18,236607,16299999
173,148,3,2,0,1,0,0,21,87564,16299999
313,301,5,5,1,1,1,1,19,280290,9551000
271,238,4,2,0,1,1,1,2,241445,9100000
273,254,5,5,1,1,1,1,17,250214,7718000
389,370,6,5,1,1,1,1,22,274724,5566000
222,212,4,2,1,1,0,0,9,151581,7611000
116,112,1,2,1,0,0,0,18,91556,7433000
278,270,4,4,0,1,0,0,8,223753,5365000
278,242,5,3,1,1,1,1,21,227346,5462000
144,133,2,2,0,1,0,0,10,92487,6154000
156,135,3,3,1,1,0,1,14,152127,4702000
591,512,7,7,1,1,1,1,3,508573,7822000
251,236,5,4,1,1,1,1,12,203550,16299999
154,150,3,1,1,0,0,0,2,111144,9529000
277,247,5,2,1,1,1,1,15,206205,9579000
263,243,4,3,1,1,1,0,15,183052,8240000
351,312,5,2,1,1,1,1,10,267567,4469000
332,298,5,4,1,1,1,1,11,272443,8173000
552,552,8,5,1,1,1,1,20,423546,9565000
163,162,3,3,1,0,0,0,21,129875,8183000
174,161,3,2,1,1,0,0,1,156074,8169000
255,226,4,5,1,1,1,1,6,231948,15700000
296,257,5,3,1,1,1,1,12,241486,5588000
229,227,4,5,1,0,1,0,14,172652,14400000
163,143,3,1,0,1,0,0,18,101574,8451000
191,179,3,1,0,0,0,0,14,151097,9340000
255,224,5,3,1,1,1,1,20,246763,15500000
304,270,5,2,1,1,1,0,19,273321,8353000
189,175,2,1,0,1,0,0,14,135280,13600000
241,218,4,5,1,1,1,0,15,199570,7929000
204,191,4,4,1,1,1,1,9,194488,8120000
190,183,4,4,1,1,1,1,13,164925,14500000
231,219,4,4,1,1,1,1,22,179475,9204000
170,152,2,2,0,1,0,1,14,138486,9551000
270,268,5,2,1,1,1,1,2,259216,22400000
168,158,2,2,1,1,0,0,13,117533,5359000
165,150,3,4,1,0,0,1,7,150640,9323000
304,288,4,3,1,1,0,1,15,247889,15100000
288,288,5,3,1,1,1,1,7,241531,6856999
215,196,4,3,1,1,1,0,21,175149,7716000
283,270,4,3,1,1,1,1,12,271032,7058000
320,293,5,5,1,1,1,1,19,260696,6317000
106,103,1,2,0,0,0,0,13,63450,8217000
171,165,3,3,1,1,0,0,19,148513,7409999
263,227,4,2,1,1,1,1,5,230242,6650000
223,216,4,2,1,1,1,1,15,194059,6053000
113,97,1,2,0,0,0,0,8,81653,6128000
136,128,2,3,0,0,0,0,17,81560,7993000
125,121,1,1,0,0,0,0,10,86302,7645999
144,126,1,2,0,1,0,0,5,98269,9435000
127,118,2,2,1,1,0,1,20,100412,5848000
182,158,3,1,1,1,1,0,8,158721,5681000
253,228,4,5,1,1,1,1,22,205993,7845000
219,219,3,1,1,0,1,0,20,162263,5089000
234,223,4,2,1,1,1,0,22,170784,9865000
225,193,3,1,1,1,0,0,20,164745,6776000
190,187,4,4,1,0,1,1,13,165189,5447000
193,168,4,4,1,1,1,1,12,189049,5612000
211,189,3,2,1,1,1,0,13,189208,6913000
375,341,6,6,1,1,1,1,14,329089,6519000
146,144,2,1,0,0,0,0,10,116200,9148000
314,284,5,5,0,1,1,0,19,237730,8607000
211,191,3,2,1,1,0,0,12,148234,5339000
221,196,4,3,1,1,1,1,18,190806,12900000
327,291,5,3,1,1,1,1,19,257458,11700000
139,125,2,3,0,1,1,0,13,100470,10100000
296,259,4,4,1,1,1,1,18,226976,4890000
221,201,4,2,1,1,1,1,3,206765,14300000
246,228,4,5,1,1,1,0,22,194351,9551000
220,203,4,5,1,1,0,0,8,162393,7884000
344,298,5,5,1,1,1,1,22,283385,13799999
366,362,6,5,1,1,1,1,1,321920,8532000
221,201,3,3,0,0,0,0,16,138465,8247000
230,197,3,1,1,1,0,0,17,177903,8379000
191,191,4,2,1,1,0,1,17,179701,4335000
532,487,7,7,1,1,1,1,20,405173,7234999
165,143,3,2,1,0,0,1,2,135981,9523000
401,345,6,7,1,1,1,1,18,357313,8950000
209,209,4,4,1,0,1,1,14,174456,8345000
248,241,5,3,1,1,0,1,3,254164,7645999
190,182,3,3,1,0,0,1,20,152169,9025000
237,213,5,4,1,1,1,1,18,205551,6906999
219,211,3,4,1,1,0,0,17,163296,4987000
254,219,4,5,1,1,1,1,12,235428,5892000
154,145,2,3,0,1,0,0,7,93487,7718000
255,225,4,3,1,1,1,1,20,186622,6776000
288,249,4,5,0,1,1,1,10,239737,13100000
188,173,2,3,0,1,0,0,14,111920,10500000
129,119,2,3,1,0,0,1,1,131642,9614000
201,190,3,4,1,1,0,1,14,186630,8800000
167,143,3,4,1,1,1,0,6,153728,10700000
187,166,3,1,0,1,0,0,3,139222,13100000
397,352,6,6,1,1,1,1,3,344437,13100000
186,182,3,4,1,0,0,0,11,144472,6900000
191,165,4,4,1,1,1,0,11,155935,6200000
336,292,5,4,0,1,1,1,19,264104,7250000
210,182,4,4,1,1,1,1,13,190446,12200000
207,202,3,1,1,0,1,0,1,146771,9400000
263,224,4,4,1,1,1,1,19,226980,12000000
215,210,3,1,1,0,1,0,9,135463,18600000
292,264,5,4,1,1,1,1,4,238338,18500000
220,198,4,2,0,1,0,1,18,171828,9600000
353,332,5,2,1,1,1,0,22,267040,72100000
131,123,2,3,0,1,0,0,16,89144,26400000
356,324,5,5,1,1,1,1,9,291963,20000000
274,237,4,3,1,1,1,1,8,242912,11900000
235,224,4,2,1,1,1,1,16,205479,25400000
341,311,5,5,1,1,1,1,15,286901,26200000
305,263,4,3,1,1,1,1,19,218790,26000000
128,128,1,1,0,0,0,0,13,87905,140000000
188,175,3,2,1,1,0,1,18,159239,8600000
155,154,3,3,1,0,0,0,5,119474,6300000
265,237,5,5,1,1,1,1,4,235419,10000000
257,222,4,4,0,1,1,1,3,238742,6700000
296,289,5,4,1,1,1,1,20,243464,6700000
230,230,4,4,1,0,0,1,17,226383,14000000
202,179,4,3,1,1,1,1,14,191186,9500000
416,363,7,6,1,1,1,1,16,330862,6800000
451,401,8,9,1,1,1,1,21,382247,19800000
226,218,3,2,1,0,1,0,12,152001,16000000
199,183,3,2,1,1,0,1,17,184505,15300000
572,461,8,6,1,1,1,1,6,464131,10800000
214,186,3,2,0,1,1,0,22,147941,17500000
255,241,5,4,1,1,1,1,6,246815,3400000
597,542,7,7,1,1,1,1,16,465234,12000000
296,259,4,4,0,1,1,1,13,232358,11200000
292,257,4,4,0,1,1,0,1,230459,8600000
149,135,2,1,0,1,0,0,12,92769,3600000
290,284,4,2,0,1,0,1,14,233826,3650000
291,267,4,2,1,1,1,0,20,219204,6000000
240,223,5,5,1,1,1,1,8,242763,6600000
232,232,5,5,1,1,1,1,12,207944,6000000
568,518,7,5,1,1,1,1,8,458287,6959999
255,230,5,4,1,1,1,1,1,256245,17500000
247,231,4,4,1,1,1,1,20,203473,4751000
231,221,3,2,0,0,0,0,9,148740,5200000
279,263,4,3,1,1,1,1,4,239151,4950000
339,326,5,5,1,1,1,1,3,292839,21000000
294,277,5,3,1,1,1,1,1,271145,13500000
223,205,3,2,1,0,1,0,15,166237,18800000
171,150,3,4,0,0,1,0,20,120224,19400000
285,284,4,4,1,1,1,1,15,262904,17500000
323,322,5,5,1,0,1,1,10,236645,12100000
238,217,4,5,1,1,1,1,2,186850,5200000
252,226,4,3,1,1,0,1,11,216636,8120000
324,278,5,3,1,1,0,0,12,238937,8500000
661,537,8,8,1,1,1,1,19,514819,7100000
280,246,4,2,1,1,1,1,4,245560,6959999
289,272,5,4,1,1,1,1,1,264833,7100000
237,232,3,4,0,0,0,1,1,173065,5700000
194,186,3,2,1,1,0,0,10,199446,9300000
258,248,4,2,1,1,1,1,10,211433,7400000
436,411,7,4,1,1,1,1,17,324680,4972000
141,140,2,2,0,0,0,1,7,119798,5700000
190,190,3,4,1,0,1,0,3,162166,17500000
266,254,5,5,1,1,1,0,3,206584,29000000
188,165,3,2,0,1,1,0,17,134557,25000000
133,127,1,1,1,0,0,0,7,66800,6800000
233,208,5,5,1,1,1,1,5,231696,5100000
133,125,2,3,0,1,0,0,16,131514,5600000
238,219,5,3,0,1,1,1,14,199877,7400000
138,128,1,2,1,1,0,0,8,90425,6600000
124,118,1,2,1,0,0,0,10,57726,6800000
201,183,4,4,1,1,1,1,12,197132,10000000
192,170,4,5,1,1,1,1,7,164197,47000000
281,270,5,2,1,1,1,0,6,205758,4900000
279,279,5,3,1,0,1,1,7,232209,6800000
106,91,1,2,0,0,0,0,17,53720,17500000
112,100,1,2,0,1,0,0,6,87761,3650000
188,162,2,3,0,1,0,0,1,119264,8120000
211,189,3,2,0,0,0,0,8,126905,7100000
235,216,4,2,0,1,1,0,21,174424,9000000
162,150,2,2,0,1,0,0,3,104746,7500000
123,109,1,1,0,1,0,0,6,76782,4972000
324,307,5,4,1,1,1,1,21,321756,5700000
338,331,6,5,1,1,1,1,7,296590,24000000
183,171,3,2,0,1,0,1,3,146795,6800000
234,220,4,5,1,1,1,1,11,198310,5100000
190,185,2,1,0,0,0,1,17,126419,9500000
237,220,3,2,0,1,0,0,7,162373,4300000
286,253,5,3,1,1,1,1,14,246980,21000000
257,232,5,5,1,1,1,1,11,197204,29000000
402,354,7,5,1,1,1,1,7,358098,25000000
327,323,5,3,1,0,1,1,6,256102,5600000
171,146,2,2,1,1,1,0,18,105511,12100000
230,202,4,2,1,1,1,1,16,193905,4900000
418,361,6,4,1,1,1,1,13,347802,9500000
232,222,3,1,0,1,1,0,4,189131,6400000
230,211,4,3,1,1,1,1,1,199069,5500000
474,434,7,6,1,1,1,1,18,368495,28000000
309,275,4,4,1,1,1,1,1,259700,29000000
230,212,4,4,1,1,1,0,4,191702,9500000
269,250,5,4,1,1,1,1,5,243368,48300000
427,396,6,6,1,1,1,1,14,339984,33000000
169,159,2,3,1,1,0,1,11,131656,21400000
284,276,5,4,1,1,1,1,8,228137,14500000
360,357,5,3,1,0,1,1,12,295372,5045000
148,130,1,2,1,0,0,0,2,99444,7300000
169,145,3,4,1,0,0,1,2,137995,3700000
229,222,3,1,1,1,0,1,21,184011,3650000
291,259,4,5,1,1,1,1,15,243769,56000000
216,191,4,3,1,1,1,1,2,197706,41000000
